	Tweet	sweet
104	" ""More than 48% of sponsors are using purpose-built CTMS to manage governance and oversight. Are you ensuring proper oversight of your outsourced #clinicaltrials?  https://t.co/xq0gkL8TwL  https://t.co/0tLPKyZBlq"	more sponsor use purposebuilt al_caps_ctm manag govern oversight are ensur proper oversight outsourc clinicaltri
105	Sponsors, CROs, and sites are entering an era in which clinical development will be much more connected, digital, and streamlined, via @ACRPDC   https://t.co/Rw5NLQ9uwU	sponsor al_caps_cro site enter era clinic develop much connect digit streamlin atus
106	Custom functions place a huge burden on data management teams and introduce risk when copying from one study to another. Veeva's Dan Crawford explains how Vault EDC reduces custom functions by 90%:  https://t.co/v9PBPAQ6r1  https://t.co/pRxyrVjtK9	custom function place huge burden data manag tear introduc risk copi studi eva an crawford explain fault al_caps_edc reduc custom function
107	Learn why PICI adopted a new #EDC and their strategies to handle challenges #oncology teams face when building studies  https://t.co/IrlnCpJVoH	learn al_caps_pici adopt new al_caps_edc strateg handl challeng oncolog tear face build studi
108	$15M is the average annual cost of bad data. Learn how to respond proactively by setting the right foundations for a data-driven culture. Get the eBook:  https://t.co/SWvis7VWWW   #VeevaOpenData #pharma  https://t.co/yIcvFMDqyH	M averag annual cost bad data learn respond proactiv set right foundat datadriven cultur met took vevaopendata parma
109	Eliminate silos and drive end-to-end #safety processes with a unified #pharmacovigilance solution. Learn how:   https://t.co/Kv9U5k4myY  https://t.co/90aAQEHQMu	elimin silk drive endtoend safeti process unifi pharmacovigil solut learn
110	How did Novo Nordisk operationalize their content strategy? Find out how they partner with Veeva to bring their content vision to life and map out their strategic direction. Watch the video now  https://t.co/SLLkk5GpFa #pharma #ContentStrategy #DigitalContent	novo nordisk operation content strategi mind partner eva bring content vision life map strateg direct watch video parma contentstrategi digitalcont
111	We are dedicated to the #lifesciences industry’s mission of advancing human health and wellbeing. As a #PublicBenefitCorporation, Veeva is doubling-down on that commitment.  https://t.co/7vODXGEZHR #CustomerSuccess  https://t.co/xOb8lxVQvR	dedic lifesci industri mission advanc human health well publicbenefitcorpor eva doublingdown commit customersuc
112	Custom functions place a huge burden on data management teams and introduce risk when copying from one study to another. Veeva's Dan Crawford explains how Vault EDC reduces custom functions by 90%:  https://t.co/v9PBPAQ6r1	custom function place huge burden data manag tear introduc risk copi studi eva an crawford explain fault al_caps_edc reduc custom function
113	See how the Vault Clinical Operations Suite global directory and investigator database eliminates Excel trackers and enables document reuse, driving trial efficiencies.  https://t.co/jftOL6o6Wi  https://t.co/9b45d0rfxS	see fault clinic oper quit global directori investig databas elimin expel trace enabl document refus drive trial defici
114	New inbound engagement channels will change the way HCPs interact with #lifesciences companies this year. Learn more about 2-way engagement and other 2021 trends here:  https://t.co/7loZGPKaSA  https://t.co/xCROdhHqXJ	new bound engag channel chang way al_caps_hcp interact lifesci compani year learn way engag tend
115	Learn how you can move from a fragmented to a unified #pv solution to improve oversight and reduce risk of adverse events.  https://t.co/8eCIdFlT4R  https://t.co/00H9A5Mr4Z	learn move fragment unifi pp solut improv oversight reduc risk advers event
116	How does #pharma optimize their investment in #biotechnology, data, and content to ensure new drug launch success? Join us on Jan 21 to get the answers. #lifesciences  https://t.co/1fYKsYmPfJ  https://t.co/w1W1ULrH0X	parma optim invest biotechnolog data content ensur new drug launch success join an get answer lifesci
117	As the first and largest-ever public company to convert to a #PublicBenefitCorporation, we will focus on driving success for customers, employees, and shareholders over the long-term.  https://t.co/7vODXGEZHR  https://t.co/oiazn1WFLH	first largestev public compani convert publicbenefitcorpor focu drive success custom employe sharehold longer
118	Join this webinar to develop best practices and checklists that can be applied across any size organization to ensure efficient clinical trials.  https://t.co/jJhOWhOPoF #ClinicalTrials #ClinicalResearch #VeevaEDC  https://t.co/pBCDmxOlOF	join weimar develop best practic checklist appli size organ ensur effici clinic trial clinicaltri clinicalresearch vevaal_caps_vevaedc
119	Join @clinlogix as they discuss how cloud technologies are helping #pharmacovigilance teams collaborate and maintain visibility and traceability in outsourced trials: https://t.co/RDdsc2awPC	join atus discu cloud technolog help pharmacovigil tear collabor maintain visibl traceabl outsourc trial
120	Veeva among @flexjobs top companies hiring for #remotejobs in 2021! We're always looking for passionate, driven, dedicated people.  https://t.co/PLY8zCbi6d #NowHiring #Sales #Engineering	eva atus top compani hire remotejob alway look passion driven dedic peopl nowhir male engin
121	Becoming a #publicbenefitcorporation aligns with our core values of do the right thing, customer success, and employee success.  https://t.co/7vODXGEZHR   #StakeholderCapitalism #NowHiring  https://t.co/lOHzB5tr09	becom publicbenefitcorpor alien core valu right thing custom success employe success stakeholdercapit nowhir
122	Learn best practices to achieve a unified ecosystem for management and execution of clinical trials from @AstraZeneca next week:  https://t.co/CjM3dJ2Zqi	learn best practic achiev unifi ecosystem manag execut clinic trial atus next week
123	CEO Peter Gassner discuss how Veeva is helping the industry improve efficiency and speed in the time of #COVID19 and why doing good for customers and employees is good for business on @CNBC with @MorganLBrennan.  https://t.co/ZmPoLabDQh #PublicBenefitCorporation  https://t.co/pMSaNDa7bI	al_caps_ceo peter master discu eva help industri improv effici speed time al_caps_covid good custom employe good busi atus atus publicbenefitcorpor
124	Evaluating a #PV solution? Here are 9 key considerations #pharmacovigilance teams examine when evaluating new safety solutions.  https://t.co/sAz89f2fZX  https://t.co/vDM6ZTW6Ny	evalu of solut were key consider pharmacovigil tear examin evalu new safeti solut
125	Veeva CEO: “We’ve always operated in the best interests of our customers, employees, communities, and shareholders.” Learn more about our conversion to a #publicbenefitcorporation.  https://t.co/7vODXGEZHR #CustomerSuccess #NowHiring  https://t.co/krPwBgMa4u	eva al_caps_ceo eve alway oper best interest custom employe commun sharehold learn convers publicbenefitcorpor customersuc nowhir
126	CEO Peter Gassner shares w/ @MorganLBrennan how Veeva becoming more essential to #lifesciences as it races to help patients during COVID-19 &amp; why converting to #PublicBenefitCorporation aligns its purpose w/ customers, employees, society for decades.  https://t.co/ZmPoLabDQh @CNBC  https://t.co/QywTsIg5lH	al_caps_ceo peter master share w eva becom essenti lifesci race help patient al_caps_covid adam convert publicbenefitcorpor alien purpos w custom employe societi decad atus
127	Shionogi selected, implemented, and adopted their commercial data management solution to allow for continued success and #digitaltransformation. Read how:  https://t.co/4ECjiTjZQW   #VeevaNitro #pharma	shionogi select implement adopt commerci data manag solut allow continu success digitaltransform head vevanitro parma
128	What four critical factors drive a successful drug launch? Gain best practices for your digital-first launch strategy from our #pharma experts at our Jan 21 webinar  https://t.co/1fYKsYmPfJ #biotechnology #lifesciences  https://t.co/qSGvAX4y6i	critic factor drive success drug launch pain best practic digitalfirst launch strategi parma expert an weimar biotechnolog lifesci
129	We believe that doing the right thing for customers and employees is ultimately good for business. Read the full story on Veeva’s conversion to a #publicbenefitcorporation.  https://t.co/7vODXGEZHR #CustomerSuccess #NowHiring	believ right thing custom employe ultim good busi head full stori texa convers publicbenefitcorpor customersuc nowhir
130	As digital channels are accelerating, discover how Roche, Merck KGaA, and LEO Pharma are using combined MLR and DAM to deliver more personalized and impactful content, faster than ever. Read the blog now.  https://t.co/Wp0ofvekvI	digit channel acceler lock neck kgaa al_caps_leo harm use combin al_caps_mlr al_caps_dam deliv person impact content faster ever head blow
131	Veeva becoming a #PublicBenefitCorporation sets up company structure to establish long-term leadership for decades to come and achieve its vision of building the industry cloud for #lifesciences.  https://t.co/7vODXGEZHR  https://t.co/xeftpqPpEr	eva becom publicbenefitcorpor set compani structur establish longer leadership decad come achiev vision build industri cloud lifesci
132	Veeva is proud to be the first publicly traded company and largest ever to convert to a #publicbenefitcorporation. Aligning our purpose and charter will give customers confidence to partner with Veeva long-term and help us attract world-class talent.  https://t.co/7vODXGEZHR  https://t.co/rvlpq4jMbz	eva proud first publicli trade compani largest ever convert publicbenefitcorpor align purpos charter give custom confid partner eva longer help attract worldcla talent
